start,end,duration,speaker,text,confidence,next_start,gap_to_next,char_len,speech_rate_char_per_sec,rms_mean,rms_std,zcr_mean,spectral_centroid_mean,f0_mean,f0_std,f0_min,f0_max,f0_range,beep_ratio,meeting_id,meeting_duration_sec,silence_ratio
73.73,79.21,5.47999999999999,SPEAKER_01,じゃあどんな判断の仕方をするかというと,-0.1797438993173487,79.21,0.0,19,3.4671532846715394,0.0712578147649765,0.0440478809177875,0.1204010719476744,1778.6579700084085,156.31117940441163,64.7430407755918,75.80127482985444,465.2747157501411,389.4734409202867,0.0,tv001,851.940125,0.1409255433297093
79.21,85.13,5.920000000000002,SPEAKER_01,この間昨日も退避避難の区域を決めた時に,-0.1797438993173487,85.13,0.0,19,3.2094594594594583,0.0668453276157379,0.0416772626340389,0.1252940188172043,1875.4810888747663,122.8095286448442,26.91276675067022,75.27717766597027,189.2903944699934,114.01321680402312,0.0,tv001,851.940125,0.1409255433297093
85.13,89.69,4.560000000000002,SPEAKER_01,最初はカンさんとか言われて,-0.1622614227808438,89.69,0.0,13,2.8508771929824546,0.0509026125073432,0.0316206961870193,0.1188845334353146,1734.774468833016,109.20701668740377,17.070678706101344,83.5398073615379,162.6317361252254,79.09192876368749,0.0,tv001,851.940125,0.1409255433297093
89.69,93.03,3.3400000000000034,SPEAKER_01,どうすりゃいいんだどうするんだって言うわけですね,-0.1622614227808438,93.03,0.0,24,7.185628742514963,0.0632717907428741,0.0449160933494567,0.1345935639880952,1995.9087429049775,114.03539741335628,61.29093837748442,75.37523771322688,583.0334436426347,507.6582059294078,0.0,tv001,851.940125,0.1409255433297093
93.03,97.21,4.179999999999993,SPEAKER_01,私とマダラメさんとで説明すると,-0.1622614227808438,97.21,0.0,15,3.5885167464114898,0.0835994109511375,0.0486158989369869,0.1812380725190839,2213.305586061369,154.01475032858406,75.61651275863315,93.98165777297434,501.76197469842975,407.7803169254554,0.0,tv001,851.940125,0.1409255433297093
97.21,99.47,2.260000000000005,SPEAKER_01,どういう根拠なんだ,-0.1622614227808438,99.47,0.0,9,3.9823008849557433,0.0671969130635261,0.0536049418151378,0.0762406470070422,1347.745416398632,110.5274678243863,29.64604579433983,75.69802502417103,184.45535629194808,108.75733126777703,0.0,tv001,851.940125,0.1409255433297093
99.47,103.25,3.780000000000001,SPEAKER_01,それで何かあっても大丈夫だって言えるのかって,-0.1622614227808438,103.25,0.0,22,5.820105820105819,0.0844164118170738,0.0392464399337768,0.1187959558823529,1776.751011665937,122.29782062550228,19.96320532116423,86.87474097071346,218.8197988825457,131.94505791183224,0.0,tv001,851.940125,0.1409255433297093
103.25,105.13,1.8799999999999957,SPEAKER_01,散々ギャーギャー言うわけです,-0.1622614227808438,105.13,0.0,14,7.4468085106383155,0.0869388878345489,0.0506481789052486,0.1444567664194915,2010.5879344525608,124.5722231843992,42.76280859253083,75.45622106900674,270.22943959269276,194.773218523686,0.0,tv001,851.940125,0.1409255433297093
105.13,109.03,3.9000000000000057,SPEAKER_01,多少揺れるたりするんですけども,-0.1622614227808438,109.03,0.0,15,3.846153846153841,0.0918196588754654,0.0654759630560875,0.1522997246413934,2027.0549307767744,145.18251728000646,22.111761121452805,91.3967723067412,183.4871707745384,92.0903984677972,0.0,tv001,851.940125,0.1409255433297093
109.03,111.41,2.3799999999999955,SPEAKER_01,結局のところ何もやらないよりはいいかってんで,-0.1622614227808438,111.41,0.0,22,9.243697478991614,0.0933898314833641,0.0251344442367553,0.0926236979166666,1626.707851234755,123.26923891580051,21.187812957398194,79.88191496040999,159.79224100763318,79.9103260472232,0.0,tv001,851.940125,0.1409255433297093
111.41,114.11,2.700000000000003,SPEAKER_01,3キロの範囲になったと,-0.1622614227808438,114.11,0.0,11,4.07407407407407,0.0471658185124397,0.0259022507816553,0.1228975183823529,1812.6770697029465,111.14063174658072,33.42087832821051,75.32790152371881,175.1178657108167,99.78996418709788,0.0,tv001,851.940125,0.1409255433297093
114.11,117.11,3.0,SPEAKER_01,日本はお構いなしということになる。,-0.1834467771232769,117.11,0.0,17,5.666666666666667,0.0565210133790969,0.0290496498346328,0.1156499335106382,1722.3081789162677,129.80842649232815,31.13857632710472,75.79298989703743,226.7138657214868,150.92087582444935,0.0,tv001,851.940125,0.1409255433297093
117.11,123.11,6.0,SPEAKER_01,今朝になったらそれが、夜になったら10キロになり、,-0.1834467771232769,123.11,0.0,25,4.166666666666667,0.0662530958652496,0.0310362167656421,0.1067881482712766,1553.323503527601,124.09755250776352,37.585585349985706,76.39446604521865,220.9296562506718,144.53519020545315,0.0,tv001,851.940125,0.1409255433297093
123.11,126.11,3.0,SPEAKER_01,今日は20キロということですけれども、,-0.1834467771232769,126.11,0.0,19,6.333333333333333,0.0750245526432991,0.03594571352005,0.1090113863031914,1675.406969404767,122.32188374052323,62.787347062408955,75.97202828009303,523.306770845316,447.334742565223,0.0,tv001,851.940125,0.1409255433297093
126.11,134.11,8.000000000000014,SPEAKER_01,やっぱり考える軸が違うというか、スタンスが違うので、,-0.1834467771232769,134.11,0.0,26,3.2499999999999942,0.0809850171208381,0.0504234582185745,0.1180045443227091,1719.4986898101974,149.5348627783352,59.22131607586248,76.89540324468919,464.4401667020459,387.5447634573567,0.0,tv001,851.940125,0.1409255433297093
134.11,143.11,9.0,SPEAKER_01,やはりそれなりに合理的にものを考えるとこうでしょうということに対して、,-0.1834467771232769,143.11,0.0,35,3.888888888888889,0.0743679851293563,0.0449685715138912,0.1253861231161347,1729.7133854009212,155.3449770929667,64.32350031203991,78.0988054765281,473.9017524192245,395.8029469426964,0.0,tv001,851.940125,0.1409255433297093
143.11,149.27,6.159999999999997,SPEAKER_01,それが持っている不確実さや危うさみたいなことをすごく意識して,-0.1522509175903943,149.27,0.0,30,4.8701298701298725,0.0787558108568191,0.0403555519878864,0.1710679444624352,2102.597732018284,128.16615724134084,24.154075581439884,75.11976460646915,195.1881030184447,120.06833841197556,0.0,tv001,851.940125,0.1409255433297093
149.27,154.59,5.319999999999993,SPEAKER_01,もしそれで違ってたらどうするんだというようなことで,-0.1522509175903943,154.59,0.0,25,4.699248120300758,0.0630335584282875,0.0465276762843132,0.1536507063997006,1976.1801961633903,144.63595162917545,51.762635380023696,82.2231081387689,444.75654041861014,362.5334322798413,0.0,tv001,851.940125,0.1409255433297093
154.59,156.09,1.5,SPEAKER_01,いいはんかにゃはんついちゃうと,-0.1522509175903943,156.09,0.0,15,10.0,0.0769635662436485,0.0560283213853836,0.1981902426861702,2432.616134733748,108.46904049545527,26.90509113745582,75.72749332172008,190.11131626305183,114.38382294133176,0.0,tv001,851.940125,0.1409255433297093
156.09,160.11,4.02000000000001,SPEAKER_01,こういう感じで大体物事は決まるなというふうな状況ですね,-0.1522509175903943,160.11,0.0,27,6.716417910447744,0.0646012425422668,0.0391950421035289,0.1223377046130952,1764.3673684289108,125.88271223533329,34.20138564797767,75.2857714145309,211.0187092473775,135.7329378328466,0.0,tv001,851.940125,0.1409255433297093
160.11,172.13,12.019999999999982,SPEAKER_01,それからですから今回皆さんも非常に熱心に対応して,-0.1522509175903943,172.13,0.0,24,1.9966722129783725,0.0547878071665763,0.0405107177793979,0.1266869078291223,1726.7376676062834,169.83591688973542,99.67293922934036,76.28974599581962,424.1885086867427,347.8987626909231,0.0,tv001,851.940125,0.1409255433297093
172.13,176.55,4.420000000000016,SPEAKER_01,今日の海水を入れましょうとか,-0.1328218098231188,176.55,0.0,14,3.1674208144796268,0.0547732673585414,0.0211894027888774,0.1225550809352518,1705.7255773138425,102.94635504385757,15.069583830271126,75.40236695129111,166.58585942237002,91.1834924710789,0.0,tv001,851.940125,0.1409255433297093
176.55,179.47,2.9199999999999875,SPEAKER_01,昨日の弁当をしましょうとか,-0.1328218098231188,179.47,0.0,13,4.452054794520567,0.0472579523921012,0.0243565682321786,0.1385232676630435,1962.261421953299,107.15859120066898,21.99875016376014,75.51047056081786,193.3337548271223,117.82328426630444,0.0,tv001,851.940125,0.1409255433297093
179.47,182.17,2.6999999999999886,SPEAKER_01,避難区域を決めましょうということで,-0.1328218098231188,182.17,0.0,17,6.2962962962963225,0.0533104911446571,0.0241474285721778,0.1299287683823529,1771.9215792862767,109.49694913302454,18.54133662372544,83.15947963274851,178.32972251725187,95.17024288450337,0.0,tv001,851.940125,0.1409255433297093
182.17,186.81,4.640000000000015,SPEAKER_01,その方針についてあまり私が官邸にいて,-0.1328218098231188,186.81,0.0,18,3.879310344827574,0.0736868381500244,0.0413973741233348,0.1462435787671233,1962.4565509278352,142.6230624816286,31.148797066242803,81.47561387537691,244.29245813860143,162.81684426322454,0.0,tv001,851.940125,0.1409255433297093
186.81,189.69,2.8799999999999955,SPEAKER_01,官邸の状況などを踏まえながら,-0.1328218098231188,189.69,0.0,14,4.861111111111119,0.0773965418338775,0.0351977236568927,0.0913783482142857,1420.90960236286,119.90150188330286,38.01030310706473,80.54388118877561,399.6183500520988,319.0744688633232,0.0,tv001,851.940125,0.1409255433297093
189.69,193.11,3.420000000000016,SPEAKER_01,それから私が寝ている状況の中で,-0.1328218098231188,193.11,0.0,15,4.385964912280682,0.0637451484799385,0.0242554992437362,0.1073671144859813,1622.0486729131271,119.68552495891429,45.30784342519379,83.73349509145582,256.3412002014429,172.60770510998708,0.0,tv001,851.940125,0.1409255433297093
193.11,196.37,3.259999999999991,SPEAKER_01,だるめさんなんかと調整しながら言っていることと,-0.1328218098231188,196.37,0.0,23,7.0552147239264,0.0619780421257019,0.0297372061759233,0.1308210784313725,1802.6454481618748,108.43635022652498,8.232205533974785,88.34713080667373,156.96104879870373,68.61391799203,0.0,tv001,851.940125,0.1409255433297093
196.37,201.87,5.5,SPEAKER_01,あまり本部や幹部の皆さんとの認識や,-0.1328218098231188,201.87,0.0,17,3.090909090909091,0.0650370046496391,0.0341011807322502,0.1037001498909883,1524.9622474412658,117.0175185607695,26.10232785540233,84.12649745555998,219.0652956883843,134.93879823282435,0.0,tv001,851.940125,0.1409255433297093
201.87,205.05,3.180000000000007,SPEAKER_01,方向がずれなくて済んだなというふうに思っているのは,-0.0957601135398479,205.05,0.0,25,7.861635220125769,0.0612431466579437,0.0328742526471614,0.13177734375,1765.548409467003,118.94339237692924,59.18944484482894,75.22340709553075,507.74572665430026,432.5223195587695,0.0,tv001,851.940125,0.1409255433297093
205.05,207.01,1.9599999999999795,SPEAKER_01,多分皆さんの方が非常によく考えて,-0.0957601135398479,207.01,0.0,16,8.163265306122534,0.0715606957674026,0.0221608839929103,0.1009482106854838,1522.9792935253656,115.2229096204078,46.63602475056872,79.34707706001412,511.94891572424746,432.60183866423336,0.0,tv001,851.940125,0.1409255433297093
207.01,214.21,7.200000000000017,SPEAKER_01,そういった取り組みをかなり懐深くやっていただいているせいだろうなというふうに思います,-0.0957601135398479,214.21,0.0,42,5.83333333333332,0.0508124977350235,0.0233284123241901,0.1152862278761061,1710.160305257975,104.78684708721612,32.0889045888526,75.0011841479645,548.1804111652814,473.17922701731686,0.0,tv001,851.940125,0.1409255433297093
214.21,225.59,11.379999999999995,SPEAKER_01,そういう点では今回も大変最後に海水を入れるという思い切った判断,-0.0957601135398479,225.59,0.0,31,2.7240773286467497,0.0481840148568153,0.0340447947382926,0.1134554402212078,1656.4442287506108,124.55014330267328,59.36288457246678,75.87986418862485,570.6845690062092,494.8047048175844,0.0,tv001,851.940125,0.1409255433297093
225.59,247.08,21.49000000000001,SPEAKER_01,一方、逆に水素ガス爆発というのを結果的には起きたということと、この2つというのが大変今回の件で大きい重たいことだなというふうに思います。,-0.1069210255863489,247.08,0.0,68,3.1642624476500685,0.0579902678728103,0.0334457345306873,0.110411144438244,1610.1833820280735,128.99864166919212,49.14594377935529,75.67632003780686,376.7905376236102,301.1142175858033,0.0,tv001,851.940125,0.1409255433297093
247.08,255.3,8.219999999999999,SPEAKER_01,ここら辺のことについてまたいずれもう少し時間が経って,-0.1703211434540294,255.3,0.0,26,3.163017031630171,0.0661081373691558,0.0310979541391134,0.1063408165126459,1559.702794083049,163.4419224834961,87.07744886371655,76.18328038569537,417.7183725635637,341.53509217786836,0.0,tv001,851.940125,0.1409255433297093
255.3,258.44,3.1399999999999864,SPEAKER_01,当座の対応みたいなところから,-0.1703211434540294,258.44,0.0,14,4.458598726114669,0.0638583004474639,0.0300332028418779,0.090563841540404,1429.4037626988877,136.27084708576038,52.691703111105305,84.954305664305,320.7967926577855,235.8424869934805,0.0,tv001,851.940125,0.1409255433297093
258.44,261.88,3.4399999999999977,SPEAKER_01,もうちょっと中長期的にものを考えるといったときには,-0.1703211434540294,261.88,0.0,25,7.267441860465121,0.0583488680422306,0.0209178477525711,0.0996636284722222,1493.419101133403,115.114971055904,21.854697069014613,75.38466795692355,185.54922587579549,110.16455791887194,0.0,tv001,851.940125,0.1409255433297093
261.88,266.32,4.439999999999998,SPEAKER_01,ぜひ改めてよく議論をしていただいて,-0.1703211434540294,266.32,0.0,17,3.8288288288288306,0.0609236918389797,0.0255045369267463,0.1111700483363309,1653.9289564262835,130.2627167178186,56.10887845870842,75.89309652275917,320.0251515499496,244.1320550271905,0.0,tv001,851.940125,0.1409255433297093
266.32,269.24,2.920000000000016,SPEAKER_01,今後の利用みたいなことについて,-0.1703211434540294,269.24,0.0,15,5.136986301369835,0.0623377300798893,0.0246310587972402,0.0876040251358695,1448.495277223478,130.74395702115564,67.6369592901912,87.12471355470204,373.7379313367397,286.6132177820376,0.0,tv001,851.940125,0.1409255433297093
269.24,279.44,10.199999999999989,SPEAKER_01,皆さんでよく考えた防災なり日頃のリスク管理なり,-0.1012010605170809,279.44,0.0,23,2.2549019607843164,0.0451119840145111,0.0241570807993412,0.1156139792319749,1743.343258221016,111.06483938206436,61.06875813108698,75.07047058238908,496.8495310423423,421.7790604599532,0.0,tv001,851.940125,0.1409255433297093
279.44,284.14,4.699999999999989,SPEAKER_01,エンジニアリングなりに活かしていっていただければなというふうに思います,-0.1012010605170809,284.14,0.0,35,7.4468085106383155,0.0470227859914302,0.0203516893088817,0.1278665763180272,1842.6157518049472,121.55042835936776,78.11466668730459,75.05401509064582,410.1982989560884,335.1442838654426,0.0,tv001,851.940125,0.1409255433297093
284.14,290.38,6.240000000000009,SPEAKER_01,そんなことで今回は図らずも,-0.1012010605170809,290.38,0.0,13,2.0833333333333304,0.0414295233786106,0.0279879309237003,0.1178551498724489,1758.325712684371,203.53770033945435,122.1299251563879,83.0489175865352,455.85438838033383,372.80547079379863,0.0,tv001,851.940125,0.1409255433297093
290.38,296.54,6.160000000000025,SPEAKER_01,いろんな政府でも日頃と違う官邸の役人さんや,-0.1012010605170809,296.54,0.0,21,3.4090909090908954,0.0529283061623573,0.0283553749322891,0.1138504897992228,1671.753099494516,113.31584150062892,41.44592230693878,75.24976914242521,433.6515232435072,358.401754101082,0.0,tv001,851.940125,0.1409255433297093
296.54,302.5,5.9599999999999795,SPEAKER_01,いろんな政治家といろいろとお付き合いをさせてもらいましたけれども,-0.0733211168572922,302.5,0.0,32,5.3691275167785415,0.0428955554962158,0.0202710814774036,0.1460457052139037,1904.5564634027537,133.89581337389995,105.51717545445146,74.95850509859113,505.66618316689744,430.70767806830634,0.0,tv001,851.940125,0.1409255433297093
302.5,308.66,6.160000000000025,SPEAKER_01,やっぱり事業者としてのものの考えみたいなことを,-0.0733211168572922,308.66,0.0,23,3.7337662337662185,0.0546839088201522,0.0361728854477405,0.1147309140220207,1689.9566837582777,127.34185743742292,30.337956035238474,84.05056121797685,220.92254893336852,136.87198771539167,0.0,tv001,851.940125,0.1409255433297093
308.66,313.18,4.519999999999982,SPEAKER_01,どれほどまでに相手から見て理解しやすいというかな,-0.0733211168572922,313.18,0.0,24,5.309734513274358,0.0519502833485603,0.0217927414923906,0.1255845620598591,1793.5652108044253,118.98524768696215,32.8500645159508,77.12448400531929,197.044017084002,119.91953307868268,0.0,tv001,851.940125,0.1409255433297093
313.18,315.24,2.0600000000000023,SPEAKER_01,受け入れやすいあるいは説得される,-0.0733211168572922,315.24,0.0,16,7.766990291262127,0.0737504288554191,0.02897435054183,0.1695537860576923,2134.0842276915578,121.24379863442998,19.997752204885916,79.44457369277649,184.67894905023775,105.23437535746127,0.0,tv001,851.940125,0.1409255433297093
315.24,321.08,5.839999999999975,SPEAKER_01,説得できるようなものを持つかというところというのは,-0.0733211168572922,321.08,0.0,25,4.280821917808238,0.0454888567328453,0.0236978251487016,0.1080569074453551,1653.8559220731754,114.8006868468066,24.377191576441756,75.11476453661928,189.47349951374343,114.35873497712416,0.0,tv001,851.940125,0.1409255433297093
321.08,325.84,4.759999999999991,SPEAKER_01,なかなかそれぞれ一筋縄ではいかないんだけれども,-0.0733211168572922,325.84,0.0,23,4.831932773109253,0.0525536313652992,0.0254122260957956,0.1231484637164429,1754.8305490346595,123.0861689194959,59.26268830935635,76.23589698590472,426.4231705879235,350.1872736020188,0.0,tv001,851.940125,0.1409255433297093
325.84,333.56,7.720000000000027,SPEAKER_01,今回大きな官邸という非常に閉ざされたところで,-0.1216790640572889,333.56,0.0,22,2.849740932642477,0.055976066738367,0.0335276238620281,0.1087192503873966,1655.2611532202106,135.4064838160178,56.07778903518703,75.05505587403988,428.41428332013305,353.3592274460932,0.0,tv001,851.940125,0.1409255433297093
333.56,338.02,4.4599999999999795,SPEAKER_01,あまり情報が十分伝わらない中で考えることと,-0.1216790640572889,338.02,0.0,21,4.708520179372219,0.0741447210311889,0.04141591116786,0.1148821149553571,1691.470507065605,109.10374147547518,13.935775976236442,75.03745450336334,160.74291448274255,85.70545997937921,0.0,tv001,851.940125,0.1409255433297093
338.02,340.9,2.8799999999999955,SPEAKER_01,こちらで皆さんが考えていることに,-0.1216790640572889,340.9,0.0,16,5.555555555555564,0.053374383598566,0.0287745371460914,0.1060750772664835,1577.0578869388908,108.66555145302102,13.790602010181187,88.56246260135734,161.5562934684804,72.99383086712305,0.0,tv001,851.940125,0.1409255433297093
340.9,346.62,5.720000000000027,SPEAKER_01,あまり大きな違和感を私は感じないで済んだということについては,-0.1216790640572889,346.62,0.0,30,5.24475524475522,0.0532707013189792,0.0251749884337186,0.1149915982891061,1647.6443599150782,124.63301072643311,51.68504119597633,81.8534045942154,487.6136592137573,405.76025461954185,0.0,tv001,851.940125,0.1409255433297093
346.62,351.66,5.0400000000000205,SPEAKER_01,改めて大変助かったなというふうに思いますし,-0.1216790640572889,351.66,0.0,21,4.16666666666665,0.0440811552107334,0.0180056989192962,0.1461784266218354,1842.153177815439,179.88578863051455,163.98470090714756,75.13110160800802,585.3598322206722,510.22873061266415,0.0,tv001,851.940125,0.1409255433297093
351.66,355.02,3.359999999999957,SPEAKER_01,皆さんの方のいろいろと受け入れていただいた,-0.1216790640572889,355.02,0.0,21,6.25000000000008,0.0514411740005016,0.0311550293117761,0.1101028154481132,1594.6073601738317,104.42519626883929,17.058597283202655,79.22004562309642,166.73754724244827,87.51750161935185,0.0,tv001,851.940125,0.1409255433297093
355.02,358.2,3.180000000000007,SPEAKER_01,ことに感謝したいと思いますが,-0.1229476756171176,358.2,0.0,14,4.40251572327043,0.042260318994522,0.0217914190143346,0.120751953125,1768.91893352801,105.7626657864258,29.706010534536865,78.19237493821599,176.14013158984883,97.94775665163284,0.0,tv001,851.940125,0.1409255433297093
358.2,362.72,4.520000000000039,SPEAKER_01,同時に極めて隔離されてほとんど情報が入らない,-0.1229476756171176,362.72,0.0,22,4.8672566371681,0.0659814476966857,0.0360623300075531,0.129243232834507,1792.6207875011776,124.169395511945,26.885062050331346,86.82508503208568,223.4615810884156,136.63649605632992,0.0,tv001,851.940125,0.1409255433297093
362.72,365.44,2.7199999999999704,SPEAKER_01,今日も3時半に爆発があったというのは,-0.1229476756171176,365.44,0.0,18,6.617647058823601,0.0905472561717033,0.0426876246929168,0.1307060773982558,1753.5418880556604,123.25665198558087,28.553351666034832,81.86651703682172,214.15386698671085,132.28734994988912,0.0,tv001,851.940125,0.1409255433297093
365.44,372.06,6.6200000000000045,SPEAKER_01,5時半に菅さんの執務室のテレビを見てギャってびっくりしちゃったんだけども,-0.1229476756171176,372.06,0.0,36,5.438066465256794,0.0772822722792625,0.0356106273829937,0.1376198294082125,1828.0842138547605,124.24340632161032,46.14208567609182,75.52461797262441,577.2679404636976,501.7433224910732,0.0,tv001,851.940125,0.1409255433297093
372.06,375.64,3.579999999999984,SPEAKER_01,ちょっとここら辺はもう少し今後のことを考えると,-0.1229476756171176,375.64,0.0,23,6.424581005586621,0.0628355890512466,0.0253383629024028,0.1122044154575892,1643.874031268647,128.11699627539463,47.02495905440326,79.77623821957927,352.2973535238986,272.5211153043193,0.0,tv001,851.940125,0.1409255433297093
375.64,379.1,3.4600000000000364,SPEAKER_01,うまい連携の仕方をしないと,-0.1229476756171176,379.1,0.0,13,3.757225433525972,0.0556796453893184,0.0265196170657873,0.1150014334862385,1742.4537327525663,106.5733300312772,19.703701683277693,78.0725055740059,196.98103901481653,118.90853344081064,0.0,tv001,851.940125,0.1409255433297093
379.1,384.02,4.919999999999959,SPEAKER_01,ちょっとかっこ悪いなというのがあります,-0.1229476756171176,384.02,0.0,19,3.861788617886211,0.0554629303514957,0.0285233911126852,0.1136046570616883,1614.4713108113713,176.05459674793968,127.81307904773728,77.63065057981707,474.23290446702345,396.6022538872064,0.0,tv001,851.940125,0.1409255433297093
384.02,388.06,4.0400000000000205,SPEAKER_01,これはまた個別にもまたお願いをしていこうかと思いますが,-0.1613577966426694,388.06,0.0,27,6.683168316831649,0.0614967569708824,0.0243410859256982,0.1151151882381889,1664.6429942838029,102.90654871542333,31.785565427245015,76.44340947973792,317.76282838689303,241.31941890715512,0.0,tv001,851.940125,0.1409255433297093
388.06,392.78,4.71999999999997,SPEAKER_01,やはり地震対応ということを考えていると,-0.1613577966426694,392.78,0.0,19,4.025423728813585,0.0722530409693718,0.0392350181937217,0.1374148807010135,1889.1981520838167,138.35684463504393,57.42256653922772,75.85163422794805,520.2695859526087,444.41795172466067,0.0,tv001,851.940125,0.1409255433297093
392.78,402.3,9.52000000000004,SPEAKER_01,ああいうことがどれほど全体として問題意識の中に浮かび上がった形で理解されて,-0.1613577966426694,402.3,0.0,37,3.886554621848724,0.0631477087736129,0.0328898429870605,0.1059636745323129,1583.542865412028,134.43035211331764,75.26128254355017,82.20053211372674,534.1188805532389,451.91834843951216,0.0134453781512605,tv001,851.940125,0.1409255433297093
402.3,406.8,4.5,SPEAKER_01,情報共有なり対応なりができるかというのは,-0.1613577966426694,406.8,0.0,20,4.444444444444445,0.0595673955976963,0.0285769496113061,0.0910523326684397,1450.484212464601,115.96462429170047,61.4195010890492,78.37918253569826,404.0476599535428,325.66847741784454,0.0,tv001,851.940125,0.1409255433297093
406.8,419.52,12.71999999999997,SPEAKER_01,ちょっとまたもう一つ今回改めて意識したことからだったなというふうに思いました,-0.1701732526964216,419.52,0.0,38,2.987421383647806,0.0593438372015953,0.0321814157068729,0.1127868345634422,1619.7536842190689,136.53979685698863,72.47850551106858,75.43007415598431,572.4746620746675,497.0445879186833,0.0,tv001,851.940125,0.1409255433297093
419.52,424.26,4.740000000000009,SPEAKER_01,ということで大変な冗長ですけれども,-0.1701732526964216,424.26,0.0,17,3.5864978902953517,0.0860053747892379,0.038754928857088,0.1155784658137583,1585.2456992645368,154.53457178820997,118.55166342235944,75.72108493322374,588.7854605727767,513.064375639553,0.0,tv001,851.940125,0.1409255433297093
424.26,428.48,4.220000000000027,SPEAKER_01,私の今回の印象ですが,-0.1701732526964216,428.48,0.0,10,2.369668246445482,0.0812198221683502,0.039442129433155,0.109234434185606,1540.046949528932,130.94462076756778,74.42652674559498,77.06284167903851,484.55602557667174,407.4931838976332,0.0,tv001,851.940125,0.1409255433297093
428.48,433.4,4.919999999999959,SPEAKER_01,大変皆さんにとってもまた大きな大きな自信で,-0.1701732526964216,433.4,0.0,21,4.268292682926865,0.0680330544710159,0.0338549464941024,0.1095208502435065,1558.3672435018675,116.27806920091022,53.9389735658934,83.39561334183884,560.1156165299573,476.7200031881184,0.0,tv001,851.940125,0.1409255433297093
